Date,January,February,March,April,May,June,July,August,September,October,November,December,Year
8,236638.0,247647.0,289050.0,81504.0,258363.0,281363.0,132822.0,300523.0,234864.0,305403.0,276136.0,253299.0,2001
9,239770.0,262636.0,272655.0,144915.0,259537.0,201223.0,300471.0,287948.0,144546.0,306707.0,315103.0,160538.0,2001
10,240088.0,187413.0,202121.0,289334.0,254049.0,115814.0,292149.0,298376.0,311450.0,299688.0,234120.0,327123.0,2001
11,230610.0,116789.0,121379.0,250635.0,270545.0,287995.0,297869.0,221766.0,301431.0,282710.0,135988.0,319747.0,2001
12,246070.0,246655.0,270387.0,0.0,180225.0,138673.0,283419.0,131041.0,294975.0,318320.0,296963.0,334123.0,2001
13,169616.0,251034.0,261701.0,0.0,112805.0,284936.0,296319.0,297042.0,283742.0,230850.0,313269.0,297201.0,2001
14,105571.0,273220.0,275287.0,0.0,87215.0,269882.0,221973.0,292329.0,315041.0,144761.0,309901.0,391187.0,2001
15,250724.0,252632.0,265563.0,85943.0,250888.0,292573.0,146622.0,308204.0,240846.0,322303.0,306938.0,273852.0,2001
16,252505.0,268213.0,283838.0,256610.0,274376.0,220789.0,307967.0,294187.0,149795.0,313997.0,321601.0,188478.0,2001
17,321273.0,192293.0,207908.0,258924.0,225245.0,128615.0,291314.0,284217.0,310531.0,315138.0,241875.0,210430.0,2001
18,321755.0,127097.0,133603.0,264155.0,299530.0,289014.0,297300.0,211072.0,295508.0,297610.0,149983.0,355063.0,2001
19,374608.0,245272.0,302730.0,238478.0,194341.0,280362.0,300533.0,125199.0,298424.0,333647.0,313038.0,375790.0,2001
20,222130.0,252659.0,267091.0,268142.0,124084.0,289953.0,301659.0,325213.0,294170.0,227098.0,299797.0,348060.0,2001
21,134090.0,252824.0,268308.0,183164.0,273036.0,277730.0,228855.0,305201.0,311448.0,155081.0,316829.0,377199.0,2001
22,258103.0,250796.0,270393.0,113253.0,267418.0,278144.0,134234.0,306253.0,233947.0,311756.0,290324.0,263020.0,2001
23,250522.0,263534.0,195784.0,263654.0,272452.0,212061.0,299954.0,262549.0,136471.0,305341.0,324575.0,174684.0,2001
24,254323.0,244871.0,270393.0,255593.0,258471.0,126813.0,291560.0,314441.0,278757.0,310225.0,239573.0,146704.0,2001
25,247428.0,180266.0,122818.0,268068.0,278808.0,293630.0,301246.0,231624.0,313975.0,289529.0,146490.0,130975.0,2001
26,263307.0,269595.0,0.0,384148.0,191461.0,281483.0,272220.0,133715.0,311246.0,318535.0,312847.0,232060.0,2001
27,190275.0,256884.0,521761.0,354708.0,120392.0,286638.0,303433.0,310678.0,291945.0,226596.0,299044.0,254508.0,2001
28,115071.0,283733.0,263986.0,250465.0,273119.0,296477.0,220937.0,298484.0,274711.0,137168.0,313823.0,256534.0,2001
29,233654.0,0.0,253638.0,164201.0,273466.0,312080.0,132505.0,302803.0,240646.0,306533.0,328396.0,188578.0,2001
30,244788.0,0.0,277341.0,358980.0,305604.0,225299.0,299550.0,297385.0,152698.0,306734.0,191536.0,130704.0,2001
31,267176.0,0.0,200436.0,0.0,284796.0,0.0,295574.0,325090.0,0.0,291331.0,0.0,99972.0,2001
1,86441.0,322458.0,314814.0,280546.0,164383.0,335339.0,417059.0,328417.0,170362.0,364303.0,89988.0,170947.0,2002
2,246979.0,206358.0,238315.0,287124.0,298415.0,214646.0,316281.0,344398.0,348288.0,366891.0,119705.0,362964.0,2002
3,273626.0,144281.0,145072.0,297295.0,322984.0,311443.0,323598.0,256100.0,356725.0,344487.0,120239.0,360597.0,2002
4,293265.0,317658.0,309500.0,280531.0,217967.0,306696.0,297640.0,163776.0,357510.0,373049.0,339328.0,374230.0,2002
5,210808.0,316657.0,312711.0,304792.0,141816.0,318532.0,328784.0,347382.0,339880.0,291246.0,336677.0,380166.0,2002
6,132689.0,321013.0,321630.0,205143.0,307105.0,303729.0,165000.0,333627.0,356079.0,159134.0,348536.0,235190.0,2002
7,312448.0,300079.0,300213.0,121792.0,297074.0,318844.0,135176.0,338791.0,255386.0,358213.0,340816.0,278633.0,2002
8,304930.0,322873.0,311160.0,142127.0,308202.0,217731.0,212593.0,323990.0,149342.0,350841.0,380223.0,171297.0,2002
9,315092.0,226309.0,213077.0,290436.0,294031.0,138532.0,286740.0,351883.0,339233.0,349995.0,252299.0,371424.0,2002
10,294903.0,143560.0,127780.0,311830.0,312605.0,321614.0,302774.0,254869.0,342215.0,355648.0,138449.0,365707.0,2002
11,307444.0,313459.0,319441.0,294820.0,210648.0,319681.0,323646.0,151704.0,350098.0,364665.0,360080.0,374028.0,2002
12,219300.0,302161.0,302755.0,299036.0,135063.0,167333.0,363589.0,337775.0,341444.0,258455.0,342815.0,361926.0,2002
13,132476.0,319876.0,306561.0,205025.0,257745.0,301770.0,192487.0,312001.0,367523.0,152715.0,364456.0,371477.0,2002
14,307682.0,314955.0,301947.0,131684.0,346085.0,326745.0,131055.0,345363.0,263527.0,337991.0,344841.0,296822.0,2002
15,320083.0,312597.0,334369.0,342093.0,315202.0,239826.0,135892.0,326985.0,174718.0,354968.0,375770.0,202879.0,2002
16,337343.0,233479.0,238194.0,311323.0,308790.0,152601.0,325462.0,369379.0,301326.0,365378.0,333421.0,388840.0,2002
17,308668.0,146105.0,149325.0,300291.0,300019.0,324889.0,340888.0,303934.0,356073.0,346994.0,170467.0,387153.0,2002
18,336326.0,319053.0,318444.0,297389.0,322564.0,311702.0,320857.0,162959.0,364599.0,373441.0,360024.0,401339.0,2002
19,231708.0,296656.0,305528.0,313406.0,117622.0,267722.0,342858.0,329917.0,340411.0,247220.0,351267.0,374224.0,2002
20,147252.0,304718.0,314620.0,211872.0,301835.0,356898.0,214329.0,368491.0,376922.0,159088.0,365259.0,404813.0,2002
21,214419.0,289896.0,298767.0,130015.0,133732.0,316999.0,122741.0,358342.0,270054.0,348092.0,347780.0,297782.0,2002
22,305054.0,290197.0,316866.0,389892.0,257387.0,227068.0,279424.0,346549.0,162223.0,334907.0,375180.0,211746.0,2002
23,312186.0,223642.0,211839.0,301115.0,252526.0,135580.0,374031.0,374552.0,361369.0,340907.0,270545.0,357308.0,2002
24,297822.0,130901.0,130403.0,320556.0,303368.0,326493.0,324259.0,258871.0,345063.0,326830.0,163733.0,177117.0,2002
25,318136.0,199875.0,294832.0,290410.0,205609.0,310489.0,299458.0,157839.0,352331.0,352050.0,355173.0,155578.0,2002
26,224465.0,319392.0,280740.0,246692.0,136847.0,316074.0,328247.0,361152.0,345026.0,243384.0,352419.0,300868.0,2002
27,134590.0,315018.0,240565.0,204305.0,302506.0,305329.0,243017.0,357348.0,369017.0,146700.0,356752.0,312772.0,2002
28,311720.0,314283.0,0.0,128886.0,286868.0,332003.0,151307.0,367463.0,262917.0,341462.0,350543.0,225644.0,2002
29,303775.0,0.0,0.0,295879.0,300878.0,242302.0,336115.0,350151.0,172048.0,334313.0,394643.0,151758.0,2002
30,312780.0,0.0,0.0,320653.0,295421.0,147181.0,321702.0,380517.0,355673.0,371146.0,233116.0,155871.0,2002
31,306314.0,0.0,95421.0,0.0,335339.0,0.0,346678.0,270786.0,0.0,170728.0,0.0,109792.0,2002
1,101989.0,264984.0,265436.0,349622.0,108188.0,155417.0,359708.0,377441.0,375699.0,399961.0,0.0,420799.0,2003
2,257925.0,162792.0,162404.0,349145.0,278445.0,369940.0,350658.0,261545.0,320175.0,358302.0,138213.0,398921.0,2003
3,296717.0,368620.0,365682.0,325918.0,208290.0,349315.0,339720.0,162529.0,355161.0,374304.0,364171.0,401295.0,2003
4,213976.0,344160.0,365682.0,346811.0,140594.0,363345.0,359418.0,353266.0,358079.0,283365.0,371182.0,389641.0,2003
5,143929.0,377878.0,376953.0,165537.0,338787.0,354356.0,228956.0,346315.0,403646.0,175517.0,395222.0,413059.0,2003
6,354554.0,356571.0,350505.0,142961.0,340283.0,369666.0,153055.0,345262.0,280087.0,385150.0,369192.0,308943.0,2003
7,347729.0,385075.0,375687.0,167039.0,349506.0,250464.0,358333.0,345928.0,161926.0,377442.0,402522.0,196574.0,2003
8,359505.0,269575.0,254351.0,349058.0,324770.0,151118.0,344205.0,360466.0,375878.0,386718.0,274100.0,366039.0,2003
9,343613.0,158801.0,152382.0,336506.0,328317.0,354488.0,342554.0,259324.0,365463.0,368626.0,167653.0,396342.0,2003
10,366173.0,366403.0,355326.0,331816.0,212554.0,356789.0,336922.0,148198.0,377764.0,340635.0,391186.0,408234.0,2003
11,248811.0,372582.0,345148.0,346705.0,130849.0,362853.0,355504.0,360938.0,360492.0,264359.0,382945.0,395141.0,2003
12,151477.0,370870.0,356952.0,230762.0,324578.0,354488.0,250630.0,360607.0,366168.0,163076.0,388748.0,406806.0,2003
13,359098.0,359855.0,349915.0,139623.0,333028.0,193149.0,152754.0,347132.0,272919.0,372870.0,376982.0,315421.0,2003
14,349846.0,410000.0,377201.0,334570.0,341758.0,225142.0,356579.0,347440.0,166058.0,375178.0,412290.0,217534.0,2003
15,372596.0,272800.0,261012.0,340391.0,336739.0,153047.0,359843.0,391711.0,390419.0,386372.0,298562.0,425074.0,2003
16,350975.0,169706.0,144606.0,264199.0,345200.0,352576.0,373358.0,267460.0,381408.0,379458.0,185824.0,425338.0,2003
17,372811.0,368636.0,383069.0,0.0,217139.0,328322.0,336090.0,171688.0,392279.0,403399.0,403074.0,433777.0,2003
18,260538.0,355238.0,343808.0,0.0,148184.0,361637.0,367216.0,366482.0,368211.0,275334.0,400019.0,395867.0,2003
19,156063.0,370378.0,350833.0,0.0,339770.0,340846.0,253693.0,329811.0,395109.0,182522.0,401126.0,438809.0,2003
20,429982.0,355917.0,337832.0,110809.0,327429.0,378208.0,155228.0,384164.0,274585.0,390281.0,400322.0,322527.0,2003
21,346703.0,380284.0,352327.0,327518.0,336279.0,256752.0,348183.0,389732.0,168367.0,379187.0,414980.0,224006.0,2003
22,360902.0,260626.0,210712.0,332763.0,324757.0,146242.0,293684.0,210846.0,383981.0,381426.0,299335.0,417956.0,2003
23,340880.0,153700.0,149232.0,338550.0,337228.0,348819.0,334355.0,223605.0,374581.0,372371.0,182237.0,411961.0,2003
24,365795.0,355934.0,349984.0,320437.0,220348.0,343126.0,290716.0,150090.0,382237.0,389695.0,396367.0,211982.0,2003
25,256863.0,211113.0,339333.0,339624.0,139199.0,359043.0,427768.0,375603.0,373444.0,266547.0,407505.0,152231.0,2003
26,152231.0,378794.0,336332.0,221111.0,306753.0,344466.0,248549.0,347685.0,391080.0,169436.0,240261.0,255041.0,2003
27,361442.0,354345.0,316174.0,134353.0,266580.0,373521.0,40963.0,375363.0,272353.0,381190.0,393116.0,214562.0,2003
28,346599.0,393536.0,342448.0,326100.0,234540.0,259975.0,311467.0,352795.0,162718.0,376720.0,422143.0,159791.0,2003
29,365639.0,0.0,240161.0,331350.0,321022.0,154886.0,343752.0,389446.0,383071.0,387418.0,309221.0,326150.0,2003
30,344274.0,0.0,151251.0,351670.0,374131.0,370579.0,355719.0,267657.0,403433.0,394030.0,159774.0,303420.0,2003
31,383660.0,0.0,354734.0,0.0,243963.0,0.0,344659.0,167190.0,0.0,267411.0,0.0,142241.0,2003
1,92165.0,178608.0,331122.0,383028.0,155249.0,387847.0,391328.0,184544.0,399009.0,382546.0,110921.0,431614.0,2004
2,157715.0,404792.0,393683.0,394551.0,161422.0,398771.0,366480.0,397790.0,394549.0,269195.0,336617.0,287939.0,2004
3,175804.0,392590.0,416477.0,268171.0,385497.0,383281.0,291833.0,398816.0,414008.0,171315.0,400662.0,269279.0,2004
4,148092.0,401380.0,379001.0,161051.0,370344.0,377691.0,180506.0,393945.0,295329.0,364830.0,397943.0,310303.0,2004
5,376392.0,384379.0,401678.0,375409.0,399697.0,278525.0,406980.0,403028.0,185748.0,403430.0,426729.0,208257.0,2004
6,371051.0,394366.0,274533.0,365494.0,373845.0,152016.0,394467.0,424924.0,399054.0,400140.0,291069.0,417034.0,2004
7,386262.0,291693.0,173047.0,0.0,378342.0,361539.0,397703.0,291885.0,406016.0,371051.0,179751.0,452179.0,2004
8,370463.0,172459.0,372945.0,0.0,262213.0,371056.0,396412.0,167189.0,410078.0,425441.0,412330.0,434586.0,2004
9,411869.0,394923.0,410812.0,0.0,135058.0,381677.0,409805.0,391083.0,386234.0,290597.0,407706.0,417089.0,2004
10,279988.0,411493.0,403868.0,0.0,116789.0,370023.0,289265.0,401318.0,415823.0,184693.0,412815.0,432657.0,2004
11,164258.0,396026.0,372884.0,112162.0,342046.0,391364.0,176050.0,404652.0,287820.0,400947.0,393083.0,340493.0,2004
12,394666.0,392371.0,410138.0,364403.0,377802.0,257423.0,407073.0,322520.0,179976.0,386522.0,435933.0,215227.0,2004
13,369536.0,413390.0,276075.0,370853.0,367651.0,164546.0,396247.0,401002.0,393506.0,403613.0,302989.0,424266.0,2004
14,386971.0,310119.0,176471.0,374570.0,398267.0,374462.0,400465.0,293156.0,389717.0,375401.0,197189.0,412509.0,2004
15,395867.0,210955.0,402425.0,377980.0,261043.0,393432.0,400816.0,185379.0,412532.0,405185.0,207206.0,426265.0,2004
16,415662.0,396720.0,395530.0,395598.0,166014.0,400742.0,428449.0,432192.0,392327.0,304579.0,422555.0,452926.0,2004
17,283707.0,397835.0,383979.0,260049.0,376573.0,388767.0,297522.0,388227.0,412145.0,189460.0,439382.0,421203.0,2004
18,174198.0,395888.0,388291.0,158738.0,361167.0,411177.0,175938.0,422561.0,297398.0,364394.0,409200.0,330562.0,2004
19,398963.0,383580.0,439442.0,403719.5,384868.0,286044.0,402149.0,357924.0,187998.0,423265.0,421684.0,235418.0,2004
