Date,Time,City,Location,Latitude,Longitude,Direction,Type,Lanes_Blocked,Involved,Hour,DayOfWeek,Month,Year,YearMonth,Incident_Category
2019-10-07,4:10 PM,Quezon City,COMMONWEALTH SANDIGAN,14.686982999999998,121.087042,WB,VEHICULAR ACCIDENT,2.0,BUS AND ARMORED VAN ,16.0,Monday,10,2019,2019-10,Accident
2019-10-07,4:14 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,NB,VEHICULAR ACCIDENT,2.0,2 CARS ,16.0,Monday,10,2019,2019-10,Accident
2019-10-07,4:54 PM,Makati City,EDSA GUADALUPE,14.566348,121.045356,NB,VEHICULAR ACCIDENT,1.0,CAR AND MOTORCYCLE ,16.0,Monday,10,2019,2019-10,Accident
2019-10-07,4:57 PM,Mandaluyong,EDSA GUADIX DRIVE,14.589432,121.057243,WB,VEHICULAR ACCIDENT,1.0,AUV AND SUV ,16.0,Monday,10,2019,2019-10,Accident
2019-10-07,5:25 PM,Quezon City,ORTIGAS AVE ROBINSONS,14.592515,121.058225,EB,STALLED TAXI DUE TO MECHANICAL PROBLEM,1.0,TAXI,17.0,Monday,10,2019,2019-10,Stalled Vehicle
2019-10-07,6:25 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,SB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE ,18.0,Monday,10,2019,2019-10,Accident
2019-10-07,7:06 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,VEHICULAR ACCIDENT,2.0,PICK-UP AND CAR ,19.0,Monday,10,2019,2019-10,Accident
2019-10-07,8:09 PM,Manila,ROBINSONS OTIS,14.587313,120.995369,EB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE AND TRICYCLE ,20.0,Monday,10,2019,2019-10,Accident
2019-10-07,8:10 PM,Quezon City,COMMONWEALTH DILIMAN PREPARATORY,14.674882,121.081396,EB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE AND PUJ ,20.0,Monday,10,2019,2019-10,Accident
2019-10-07,8:52 PM,Quezon City,C5 KATIPUNAN AVE NAWASA,14.656126,121.074433,NB,VEHICULAR ACCIDENT,1.0,CAR AND TRUCK ,20.0,Monday,10,2019,2019-10,Accident
2019-10-07,8:43 PM,Pasig City,ORTIGAS AVE AUTOCAMP,14.588917000000002,121.067065,WB,STALLED CAR DUE TO MECHANICAL PROBLEM,1.0,CAR,20.0,Monday,10,2019,2019-10,Stalled Vehicle
2019-10-07,10:59 PM,Quezon City,CP GARCIA KATIPUNAN,14.648274,121.074353,SB,STALLED TRUCK DUE TO FLAT TIRE,1.0,TRUCK,22.0,Monday,10,2019,2019-10,Stalled Vehicle
2019-10-08,1:25 AM,Mandaluyong,EDSA GUADIX,14.589432,121.057243,NB,VEHICULAR ACCIDENT,1.0,AUV AND CAR ,1.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,2:06 AM,Quezon City,EDSA ARAY,14.619581,121.051019,SB,VEHICULAR ACCIDENT,1.0,AUV ,2.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,5:00 AM,Quezon City,COMMONWEALTH EVER,14.678076,121.083229,EB,VEHICULAR ACCIDENT,1.0,MC ,5.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,5:40 AM,Mandaluyong,EDSA QUEZON AVE FLYOVER,14.582431,121.054467,NB,VEHICULAR ACCIDENT,1.0,MC AND CAR ,5.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,6:10 AM,Marikina,MACAPAGAL BRIDGE,14.622702,121.081633,WB,VEHICULAR ACCIDENT,1.0,VAN AND SUV ,6.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,6:31 AM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,SB,VEHICULAR ACCIDENT,1.0,BUS AND CAR ,6.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,6:42 AM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,SB,VEHICULAR ACCIDENT,1.0,CAR AND SUV ,6.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,6:47 AM,Quezon City,CONGRESSIONAL MINDANAO,14.667910999999998,121.033938,SB,VEHICULAR ACCIDENT,1.0,2 AUV'S ,6.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,6:41 AM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,EB,VEHICULAR ACCIDENT,1.0,PUJ AND AUV ,6.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,6:41 AM,Quezon City,AURORA KATIPUNAN,14.631692,121.074217,WB,VEHICULAR ACCIDENT,1.0,AUV AND PUJ ,6.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,7:01 AM,Mandaluyong,EDSA GUADIX,14.589432,121.057243,NB,VEHICULAR ACCIDENT,1.0,SUV AND BUS ,7.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,7:36 AM,Quezon City,EDSA ERMIN GARCIA,14.628035,121.047229,SB,VEHICULAR ACCIDENT,1.0,PICK-UP AND TAXI ,7.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,8:06 AM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,SB,STALLED CAR DUE TO MECHANICAL TROUBLE,1.0,CAR,8.0,Tuesday,10,2019,2019-10,Stalled Vehicle
2019-10-08,8:45 AM,Makati City,EDSA MAGALLANES FLYOVER,14.540271,121.016837,SB,MULTIPLE COLLISION,2.0,"BUS, MC AND TRUCK ",8.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,9:58 AM,Mandaluyong,EDSA CENTRAL,14.579778,121.052512,NB,VEHICULAR ACCIDENT,1.0,CAR AND AUV ,9.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,10:26 AM,Quezon City,EDSA ERMIN GARCIA,14.628035,121.047229,SB,VEHICULAR ACCIDENT,1.0,2 BUSES ,10.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,11:10 AM,Mandaluyong,OTIS ROMUALDEZ,14.594226999999998,121.027974,SB,MULTIPLE COLLISION,2.0,SUV AND 2 CARS ,11.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,11:25 AM,Manila,PADRE FAURA SUPREME COURT,14.579242,120.984682,,RALLY,2.0,300 PAX,11.0,Tuesday,10,2019,2019-10,Other
2019-10-08,12:37 PM,Quezon City,GMA DRIVE SAMAR ST,14.634007999999998,121.042685,,VEHICULAR ACCIDENT,1.0,CAR AND PEDESTRIAN ,12.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,1:36 PM,Pasay City,EDSA HERITAGE,14.537348,120.993593,SB,SELF ACCIDENT,1.0,TRUCK ,13.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,2:36 PM,Makati City,EDSA GUDALUPE,14.566348,121.045356,NB,VEHICULAR ACCIDENT,1.0,PICK-UP AND SUV ,14.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,2:47 PM,Manila,GUANZON QUIRINO,14.59292,121.00153600000002,SB,VEHICULAR ACCIDENT,1.0,ELF VAN AND SUV ,14.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,4:14 PM,Mandaluyong,EDSA RELIANCE ST RICOA,14.576702,121.050365,NB,VEHICULAR ACCIDENT,1.0,CAR AND SUV ,16.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,6:21 PM,Quezon City,EDSA SM NORTH,14.662621,121.0664,NB,VEHICULAR ACCIDENT,1.0,2 CARS ,18.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,6:26 PM,Mandaluyong,EDSA SHAW,14.581153,121.053565,NB,VEHICULAR ACCIDENT,1.0,CAR AND BUS ,18.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,6:44 PM,Pasig City,C5 ORTIGAS GROUND LEVEL,14.589706,121.079945,NB,VEHICULAR ACCIDENT,1.0,CAR AND SCHOOL SERVICE ,18.0,Tuesday,10,2019,2019-10,Accident
2019-10-08,11:13 PM,Quezon City,LUZON FLYOVER KATIPUNAN,14.665302,121.070395,SB,VEHICULAR ACCIDENT,1.0,MC ,23.0,Tuesday,10,2019,2019-10,Accident
2019-10-09,11:51 PM,Quezon City,LUZON FLYOVER,14.66533,121.070469,NB,STALLED ELF TRUCK DUE TO MECHANICAL PROBLEM,1.0,ELF TRUCK,23.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,4:31 AM,Quezon City,COMMONWEALTH TANDANG SORA UTS,14.66371,121.068008,,STALLED CLOSED VAN DUE TO MECHANICAL PROBLEM,1.0,CLOSED VAN,4.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,4:38 AM,Quezon City,EDSA NEW YORK,14.625695,121.048294,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,4.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,4:23 AM,Quezon City,QUEZON AVE CHARBEL SCOUT ALBANO,14.641388,121.032974,WB,STALLED CAR DUE TO MECHANICAL PROBLEM,1.0,CAR,4.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,5:40 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,STALLED CAR DUE TO MECHANICAL PROBLEM,1.0,CAR,5.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,5:54 AM,Quezon City,EDSA CONNECTICUT,14.6017,121.059252,SB,VEHICULAR ACCIDENT,1.0,BUS AND CAR ,5.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,6:55 AM,Marikina,MARCOS HIGHWAY BRIDGE,14.626442,121.08226299999998,WB,VEHICULAR ACCIDENT,1.0,CAR AND SUV ,6.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,7:38 AM,Mandaluyong,EDSA CENTRAL,14.579778,121.052512,NB,VEHICULAR ACCIDENT,1.0,CAR AND SUV ,7.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,7:40 AM,Makati City,EDSA GUADALUPE,14.566348,121.045356,SB,VEHICULAR ACCIDENT,1.0,MC AND AUV ,7.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,7:44 AM,Makati City,C5 KALAYAAN,14.556079,121.062936,WB,VEHICULAR ACCIDENT,1.0,VAN AND PICK-UP ,7.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,7:56 AM,Quezon City,EDSA CONNECTICUT,14.6017,121.059252,SB,VEHICULAR ACCIDENT,1.0,MC AND CAR ,7.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,8:01 AM,Pasay City,EDSA TAFT,14.537499,121.000698,NB,ONGOING DPWH ROAD PATCHING,1.0,,8.0,Wednesday,10,2019,2019-10,Other
2019-10-09,8:31 AM,Quezon City,TIMOG GMA,14.633463,121.041696,EB,VEHICULAR ACCIDENT,1.0,CAR AND PUJ ,8.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,9:06 AM,Quezon City,QUEZON AVE SCT BORROMEO,14.639805,121.030393,WB,MULTIPLE COLLISION,2.0,2 SUV'S AND BUS ,9.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,10:06 AM,Quezon City,AURORA JP RIZAL,14.629367000000002,121.069399,EB,VEHICULAR ACCIDENT,1.0,CLOSED VAN AND AUV ,10.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,11:10 AM,Quezon City,KATIPUNAN CP GARCIA,14.648274,121.074353,NB,VEHICULAR ACCIDENT,1.0,VAN AND TRICYCLE ,11.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,11:30 AM,Quezon City,KATIPUNAN MIRIAM,14.644291,121.074626,NB,VEHICULAR ACCIDENT,1.0,CAR AND TRICYCLE ,11.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,12:20 PM,Quezon City,EDSA ANNAPOLIS,14.606272,121.057181,SB,STALLED CAR DUE TO MECHANICAL TROUBLE,1.0,CAR,12.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,12:26 PM,Quezon City,EDSA GATE 3 AGUINALDO,14.605745,121.057513,NB,HIT AND RUN,1.0,MC ,12.0,Wednesday,10,2019,2019-10,Other
2019-10-09,12:42 PM,Pasig City,C5 BAGONG ILOG,14.564141,121.069619,SB,STALLED TRAILER TRUCK DUE TO MECHANICAL TROUBLE,1.0,TRAILER TRUCK,12.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,2:29 PM,Quezon City,C5 MIRIAM KATIPUNAN,14.644291,121.074626,NB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,14.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,2:30 PM,Quezon City,EDSA SANTOLAN,14.609768,121.055583,NB,VEHICULAR ACCIDENT,1.0,VAN AND TAXI ,14.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,3:29 PM,Makati City,EDSA AYALA TUNNEL,14.550028,121.029058,NB,VEHICULAR ACCIDENT,1.0,2-CARS ,15.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,3:20 PM,Quezon City,AGHAM ROAD NORTH AVE,14.653745,121.03867,NB,MULTIPLE COLLISION,2.0,2-TAXI AND MOTORCYCLE ,15.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,3:42 PM,Makati City,EDSA AYALA TUNNEL,14.550028,121.029058,NB,VEHICULAR ACCIDENT,1.0,2 CAR ,15.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,3:43 PM,Manila,LA SALLE GATE 6,14.565079,120.994036,EB,STALLED VAN DUE TO MECHANICAL PROBLEM,1.0,VAN,15.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,4:44 PM,Quezon City,ORTIGAS AVE POEA,14.593599,121.057928,EB,VEHICULAR ACCIDENT,1.0,SUV AND CAR ,16.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,5:16 PM,Makati City,EDSA AYALA TUNNEL,14.550028,121.029058,NB,STALLED AUV DUE TO MECHANICAL PROBLEM,1.0,AUV,17.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,5:40 PM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,NB,STALLED AUV DUE TO MECHANICAL PROBLEM,1.0,AUV,17.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,5:49 PM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,WB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,17.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,8:02 PM,Quezon City,QUEZON AVE ARANETA TUNNEL,14.628351,121.013365,EB,MULTIPLE COLLISION,0.0,3-CARS AND MOTORCYCLE ,20.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,8:28 PM,Quezon City,LUZON FLYOVER,14.66533,121.070469,NB,VEHICULAR ACCIDENT,0.0,TRICYCLE AND MOTORCYCLE ,20.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,8:22 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,NB,VEHICULAR ACCIDENT,1.0,TAXI AND SUV ,20.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,9:06 PM,Quezon City,WHITEPLAINS AVE KATIPUNAN,14.600638,121.063713,EB,VEHICULAR ACCIDENT,1.0,2-CARS ,21.0,Wednesday,10,2019,2019-10,Accident
2019-10-09,9:29 PM,Pasig City,MARCOS HIGHWAY LIGAYA,14.618807,121.092719,EB,STALLED PUJ DUE TO MECHANICAL PROBLEM,1.0,PUJ,21.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,10:19 PM,Makati City,EDSA GUADALUPE BRIDGE,14.56849,121.045986,SB,STALLED CAR DUE TO FLAT TIRE,1.0,CAR,22.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,10:56 PM,Makati City,C5 KALAYAAN ELEVATED UTS,14.556079,121.062936,NB,STALLED TRAILER TRUCK DUE TO MECHANICAL PROBLEM,0.0,TRAILER TRUCK,22.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-09,11:00 PM,Quezon City,C5 KATIPUNAN TUNNEL,14.630056,121.074079,NB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,23.0,Wednesday,10,2019,2019-10,Stalled Vehicle
2019-10-10,1:05 AM,Quezon City,C5 LIBIS FLYOVER,14.615416,121.074246,NB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,1.0,Thursday,10,2019,2019-10,Stalled Vehicle
2019-10-10,5:01 AM,Quezon City,AURORA KATIPUNAN FLYOVER,14.631692,121.074217,SB,STALLED DUMP TRUCK DUE TO MECHANICAL PROBLEM,1.0,DUMP TRUCK,5.0,Thursday,10,2019,2019-10,Stalled Vehicle
2019-10-10,4:22 AM,Quezon City,LUZON FLYOVER KATIPUNAN,14.665302,121.070395,SB,STALLED ARMORED VAN DUE TO MECHANICAL PROBLEM,1.0,ARMORED VAN,4.0,Thursday,10,2019,2019-10,Stalled Vehicle
2019-10-10,4:53 AM,Pasay City,DOMESTIC ROAD PHILPOST,14.519677,121.000966,,VEHICULAR ACCIDENT,1.0,TRUCK AND MC ,4.0,Thursday,10,2019,2019-10,Accident
2019-10-10,5:31 AM,Quezon City,EDSA FARMERS LOADING BAY,14.619717,121.050978,NB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,5.0,Thursday,10,2019,2019-10,Stalled Vehicle
2019-10-10,6:26 AM,Pasig City,C5 CAMP ATIENZA,14.616748,121.07676399999998,EB,VEHICULAR ACCIDENT,1.0,PEDESTRIAN AND MC ,6.0,Thursday,10,2019,2019-10,Accident
2019-10-10,6:30 AM,Pasig City,MARCOS HIGHWAY AYALA FELIZ UTS,14.618807,121.092719,,VEHICULAR ACCIDENT,1.0,2 PUJ ,6.0,Thursday,10,2019,2019-10,Accident
2019-10-10,7:42 AM,Makati City,AYALA TUNNEL,14.550028,121.029058,SB,VEHICULAR ACCIDENT,1.0,SUV AND AUV ,7.0,Thursday,10,2019,2019-10,Accident
2019-10-10,8:16 AM,Makati City,C5 KALAYAAN,14.556079,121.062936,SB,VEHICULAR ACCIDENT,1.0,MC AND CAR ,8.0,Thursday,10,2019,2019-10,Accident
2019-10-10,8:33 AM,Quezon City,EDSA MONTE,14.62385,121.049123,NB,MULTIPLE COLLISION,2.0,AUV AND 4 CARS ,8.0,Thursday,10,2019,2019-10,Accident
2019-10-10,8:52 AM,Quezon City,ELLIPTICAL VISAYAS,14.654185,121.047569,SB,VEHICULAR ACCIDENT,1.0,PUJ AND CAR ,8.0,Thursday,10,2019,2019-10,Accident
2019-10-10,9:03 AM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,,VEHICULAR ACCIDENT,1.0,2 SUV ,9.0,Thursday,10,2019,2019-10,Accident
2019-10-10,9:05 AM,Quezon City,QUEZON AVE KANLAON,14.618278,121.002243,WB,VEHICULAR ACCIDENT,1.0,BUS AND TAXI ,9.0,Thursday,10,2019,2019-10,Accident
2019-10-10,10:03 AM,Quezon City,C5 LIBIS FLYOVER,14.615416,121.074246,NB,STALLED ELF TRUCK DUE TO MECHANICAL TROUBLE,1.0,ELF TRUCK,10.0,Thursday,10,2019,2019-10,Stalled Vehicle
2019-10-10,10:05 AM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,SB,VEHICULAR ACCIDENT,1.0,2 CARS ,10.0,Thursday,10,2019,2019-10,Accident
2019-10-10,11:09 AM,Manila,ROBINSONS OTIS,14.587313,120.995369,,VEHICULAR ACCIDENT,1.0,MC AND PEDESTRIAN ,11.0,Thursday,10,2019,2019-10,Accident
2019-10-10,1:42 PM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,SB,VEHICULAR ACCIDENT,1.0,AUV AND BUS ,13.0,Thursday,10,2019,2019-10,Accident
2019-10-10,2:59 PM,Quezon City,EDSA AURORA,14.621564,121.050149,NB,VEHICULAR ACCIDENT,1.0,CAR AND MC ,14.0,Thursday,10,2019,2019-10,Accident
2019-10-10,3:06 PM,Quezon City,C5 UP TOWN CENTER KATIPUNAN,14.651395,121.074415,SB,VEHICULAR ACCIDENT,2.0,CAR AND CLOSE VAN ,15.0,Thursday,10,2019,2019-10,Accident
2019-10-10,3:50 PM,Quezon City,EDSA WHITE PLAINS AVE,14.599652,121.05969,NB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE ,15.0,Thursday,10,2019,2019-10,Accident
2019-10-10,3:51 PM,Pasig City,C5 BAGONG ILOG FLYOVER,14.564141,121.069619,SB,STALLED CAR DUE TO MECHANICAL PROBLEM,1.0,CAR,15.0,Thursday,10,2019,2019-10,Stalled Vehicle
2019-10-10,3:54 PM,Quezon City,C5 BLUE RIDGE,14.619239000000002,121.072296,EB,VEHICULAR ACCIDENT,1.0,PICK-UP AND PUJ ,15.0,Thursday,10,2019,2019-10,Accident
2019-10-10,3:59 PM,Mandaluyong,ORTIGAS AVE CONNECTICUT ST,14.599639000000002,121.049748,WB,VEHICULAR ACCIDENT,1.0,CAR AND SUV ,15.0,Thursday,10,2019,2019-10,Accident
2019-10-10,4:15 PM,Pasig City,C5 JULIA VARGAS AVE,14.582681,121.076837,NB,VEHICULAR ACCIDENT,1.0,2-AUV ,16.0,Thursday,10,2019,2019-10,Accident
2019-10-10,4:18 PM,Pasig City,C5 ORTIGAS AVE,14.589706,121.079945,NB,VEHICULAR ACCIDENT,1.0,BUS AND MC ,16.0,Thursday,10,2019,2019-10,Accident
2019-10-10,5:15 PM,Quezon City,C5 KATIPUNAN AVE ATENEO EXIT,14.638481,121.07453999999998,SB,VEHICULAR ACCIDENT,1.0,2 AUV ,17.0,Thursday,10,2019,2019-10,Accident
2019-10-10,5:16 PM,Quezon City,B SERRANO AVE,14.612731,121.062552,EB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE AND TAXI ,17.0,Thursday,10,2019,2019-10,Accident
2019-10-10,6:09 PM,Mandaluyong,ORTIGAS CONNECTICUT,14.599634,121.049747,WB,VEHICULAR ACCIDENT,1.0,CAR AND AUV ,18.0,Thursday,10,2019,2019-10,Accident
2019-10-10,6:24 PM,Quezon City,EDSA SM NORTH LOADING BAY,14.662621,121.0664,NB,VEHICULAR ACCIDENT,1.0,TAXI AND BUS ,18.0,Thursday,10,2019,2019-10,Accident
2019-10-10,7:16 PM,Quezon City,AURORA BLVD ARANETA,14.622713,121.052651,WB,VEHICULAR ACCIDENT,1.0,TAXI AND MC ,19.0,Thursday,10,2019,2019-10,Accident
2019-10-10,7:37 PM,Quezon City,EDSA MRT ORTIGAS,14.593155,121.058494,NB,STALLED AUV DUE TO MECHANICAL PROBLEM,1.0,AUV,19.0,Thursday,10,2019,2019-10,Stalled Vehicle
2019-10-11,12:37 AM,Makati City,EDSA ESTRELLA,14.559818,121.040737,NB,VEHICULAR ACCIDENT,1.0,AUV AND TAXI ,0.0,Friday,10,2019,2019-10,Accident
2019-10-11,12:51 AM,Quezon City,KATIPUNAN LA VISTA,14.646346,121.074397,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,0.0,Friday,10,2019,2019-10,Stalled Vehicle
2019-10-11,1:05 AM,Quezon City,COMMONWEALTH MICROTEL HOTEL,14.658812,121.060608,WB,VEHICULAR ACCIDENT,1.0,TRUCK ,1.0,Friday,10,2019,2019-10,Accident
2019-10-11,3:01 AM,Pasig City,MARCOS HIGHWAY DE LA PAZ,14.619422,121.095678,EB,VEHICULAR ACCIDENT,1.0,PUJ ,3.0,Friday,10,2019,2019-10,Accident
2019-10-11,5:52 AM,Quezon City,EDSA MRT NORTH,14.662621,121.0664,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,5.0,Friday,10,2019,2019-10,Stalled Vehicle
2019-10-11,5:20 AM,Makati City,EDSA AYALA,14.550028,121.029058,SB,VEHICULAR ACCIDENT,1.0,MC AND AUV ,5.0,Friday,10,2019,2019-10,Accident
2019-10-11,6:18 AM,Pasay City,ROXAS BUENDIA UTS,14.552294,120.989491,,VEHICULAR ACCIDENT,1.0,TAXI AND VAN ,6.0,Friday,10,2019,2019-10,Accident
2019-10-11,7:00 AM,Quezon City,CONGRESSIONAL MINDANAO,14.667910999999998,121.033938,NB,VEHICULAR ACCIDENT,1.0,CAR AND VAN ,7.0,Friday,10,2019,2019-10,Accident
2019-10-11,7:04 AM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,NB,STALLED ELF TRUCK DUE TO MECHANICAL TROUBLE,1.0,ELF TRUCK,7.0,Friday,10,2019,2019-10,Stalled Vehicle
2019-10-11,7:30 AM,Quezon City,KATIPUNAN BONY SERRANO,14.61474,121.070685,WB,STALLED AUV DUE TO MECHANICAL TROUBLE,1.0,AUV,7.0,Friday,10,2019,2019-10,Stalled Vehicle
2019-10-11,7:40 AM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,WB,STALLED MINI DUMP TRUCK DUE TO MECHANICAL TROUBLE,1.0,MINI DUMP TRUCK,7.0,Friday,10,2019,2019-10,Stalled Vehicle
2019-10-11,7:42 AM,Quezon City,C5 CALLE INDUSTRIA,14.605472,121.079122,NB,VEHICULAR ACCIDENT,1.0,2 MC ,7.0,Friday,10,2019,2019-10,Accident
2019-10-11,8:08 AM,Mandaluyong,EDSA ORTIGAS FLYOVER,14.586681,121.056314,SB,STALLED CAR DUE TO MECHANICAL TROUBLE,1.0,CAR,8.0,Friday,10,2019,2019-10,Stalled Vehicle
2019-10-11,8:54 AM,Mandaluyong,EDSA BONI LOADING BAY,14.574014000000002,121.04841,,VEHICULAR ACCIDENT,1.0,2 BUSES ,8.0,Friday,10,2019,2019-10,Accident
2019-10-11,9:02 AM,Kalookan City,EDSA BAGONG BARRIO,14.657432,120.997036,NB,VEHICULAR ACCIDENT,1.0,MC AND TAXI ,9.0,Friday,10,2019,2019-10,Accident
2019-10-11,10:14 AM,Pasig City,MARCOS HIGHWAY AMANG RODRIGUEZ,14.61875,121.092559,EB,VEHICULAR ACCIDENT,1.0,PUJ AND CAR ,10.0,Friday,10,2019,2019-10,Accident
2019-10-11,10:49 AM,Quezon City,AURORA KATIPUNAN,14.631692,121.074217,WB,VEHICULAR ACCIDENT,1.0,2 SUV ,10.0,Friday,10,2019,2019-10,Accident
2019-10-11,11:32 AM,Pasig City,C5 JULIA VARGAS,14.582681,121.076837,NB,STALLED CLOSED VAN DUE TO MECHANICAL TROUBLE,1.0,CLOSED VAN,11.0,Friday,10,2019,2019-10,Stalled Vehicle
2019-10-11,2:15 PM,Makati City,EDSA ESTRELLA,14.559818,121.040737,SB,VEHICULAR ACCIDENT,1.0,CAR AND SUV ,14.0,Friday,10,2019,2019-10,Accident
2019-10-11,2:52 PM,Quezon City,EDSA GATE 3 AGUINALDO,14.605745,121.057513,NB,VEHICULAR ACCIDENT,1.0,CAR AND AUV ,14.0,Friday,10,2019,2019-10,Accident
2019-10-11,3:15 PM,Pasig City,C5 ORTIGAS,14.589706,121.079945,NB,VEHICULAR ACCIDENT,2.0,SUV AND TRUCK ,15.0,Friday,10,2019,2019-10,Accident
2019-10-11,3:24 PM,Quezon City,COMMONWEALTH LUZON,14.66533,121.070469,EB,VEHICULAR ACCIDENT,2.0,CAR AND VAN ,15.0,Friday,10,2019,2019-10,Accident
2019-10-11,4:10 PM,Makati City,EDSA GUADALUPE PHOENIX,14.563494,121.04428500000002,NB,VEHICULAR ACCIDENT,0.0,BUS AND COMMUTER ,16.0,Friday,10,2019,2019-10,Accident
2019-10-11,4:36 PM,Quezon City,EDSA CONNECTICUT ST,14.6017,121.059252,SB,VEHICULAR ACCIDENT,2.0,AUV AND ARMORED VAN ,16.0,Friday,10,2019,2019-10,Accident
2019-10-11,5:02 PM,Quezon City,QUEZON AVE BIAK NA BATO,14.625212,121.009905,EB,VEHICULAR ACCIDENT,1.0,2 CARS ,17.0,Friday,10,2019,2019-10,Accident
