Date,Time,City,Location,Latitude,Longitude,Direction,Type,Lanes_Blocked,Involved,Hour,DayOfWeek,Month,Year,YearMonth,Incident_Category
2018-10-17,10:30 PM,Pasig City,MARCOS HIGHWAY ROBINSONS,14.620285999999998,121.099874,EB,STALLED TRUCK DUE TO FLAT TIRE,1.0,TRUCK,22.0,Wednesday,10,2018,2018-10,Stalled Vehicle
2018-10-17,10:28 PM,Paraã±Aque,MACAPAGAL CITY OF DREAMS,14.523939000000002,120.990377,,STALLED DUMP TRUCK DUE TO MECHANICAL PROBLEM,1.0,DUMP TRUCK,22.0,Wednesday,10,2018,2018-10,Stalled Vehicle
2018-10-17,11:59 PM,Makati City,SPLIT SLEX EDSA,14.540235999999998,121.016849,,VEHICULAR ACCIDENT,0.0,CONTAINER VAN AND CLOSED VAN,23.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,12:48 AM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,NB,VEHICULAR ACCIDENT,1.0,VAN AND CAR,0.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,1:25 AM,Quezon City,EDSA TIMOG,14.63291,121.044944,NB,STALLED DUMP TRUCK DUE TO MECHANICAL PROBLEM,1.0,DUMP TRUCK,1.0,Wednesday,10,2018,2018-10,Stalled Vehicle
2018-10-17,4:15 AM,Quezon City,EDSA Q. MART,14.627833,121.047229,NB,VEHICULAR ACCIDENT,1.0,CAR AND CLOSED VAN,4.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,5:11 AM,Makati City,EDSA GUADALUPE,14.566348,121.045356,NB,VEHICULAR ACCIDENT,1.0,MC,5.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,5:28 AM,Quezon City,EDSA SM NORTH ICON HOTEL,14.654684,121.030705,SB,MULTIPLE COLLISION,0.0,SUV AND 2 VANS,5.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,5:52 AM,Quezon City,NORTH AVE. TRINOMA,14.654954,121.033108,EB,VEHICULAR ACCIDENT,1.0,TAXI AND CAR,5.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,6:23 AM,Makati City,EDSA AYALA,14.550028,121.029058,,VEHICULAR ACCIDENT,1.0,VAN AND CAR,6.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,6:45 AM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,SB,STALLED TAXI DUE TO MECHANICAL PROBLEM,1.0,TAXI,6.0,Wednesday,10,2018,2018-10,Stalled Vehicle
2018-10-17,6:53 AM,Quezon City,QUIRINO SANGANDAAN,14.678785,121.017846,WB,VEHICULAR ACCIDENT,1.0,MC AND CAR,6.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,7:00 AM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,SB,VEHICULAR ACCIDENT,1.0,BUS AND MC,7.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,7:03 AM,Quezon City,MINDANAO SAUYO UTS,14.685209,121.031874,SB,MULTIPLE COLLISION,2.0,"2MC, TRUCK AND CAR",7.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,7:17 AM,Mandaluyong,MRT ORTIGAS,14.586681,121.056314,NB,VEHICULAR ACCIDENT,1.0,2 CARS,7.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,7:25 AM,Pasig City,C5 J. VARGAS,14.582666,121.076892,SB,VEHICULAR ACCIDENT,1.0,VAN AND AUV,7.0,Wednesday,10,2018,2018-10,Accident
2018-10-17,7:27 AM,Quezon City,EDSA WHITE PLAINS,14.599652,121.05969,NB,VEHICULAR ACCIDENT,1.0,CAR AND AUV,7.0,Wednesday,10,2018,2018-10,Accident
2018-10-18,8:14 AM,Quezon City,KATIPUNAN MIRIAM,14.644291,121.074626,NB,VEHICULAR ACCIDENT,1.0,VAN AND AUV,8.0,Thursday,10,2018,2018-10,Accident
2018-10-18,8:17 AM,Quezon City,C5 GATE 2 ATENEO FLYOVER,14.635885,121.074433,NB,VEHICULAR ACCIDENT,1.0,2 VAN,8.0,Thursday,10,2018,2018-10,Accident
2018-10-18,8:31 AM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,SB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,8.0,Thursday,10,2018,2018-10,Accident
2018-10-18,8:33 AM,Quezon City,C5 LIBIS,14.603015,121.079256,SB,VEHICULAR ACCIDENT,1.0,MC AND AUV,8.0,Thursday,10,2018,2018-10,Accident
2018-10-18,8:39 AM,Quezon City,KATIPUNAN,14.631659,121.074153,SB,VEHICULAR ACCIDENT,1.0,VAN AND TAXI,8.0,Thursday,10,2018,2018-10,Accident
2018-10-18,8:43 AM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,SB,VEHICULAR ACCIDENT,1.0,MC AND SUV,8.0,Thursday,10,2018,2018-10,Accident
2018-10-18,8:56 AM,Quezon City,KATIPUNAN,14.631659,121.074153,SB,VEHICULAR ACCIDENT,1.0,CAR AND AUV,8.0,Thursday,10,2018,2018-10,Accident
2018-10-18,9:00 AM,Quezon City,EDSA TIMOG FLYOVER,14.63291,121.044944,SB,SELF ACCIDENT,1.0,MC,9.0,Thursday,10,2018,2018-10,Accident
2018-10-18,9:00 AM,Pasig City,ORTIGAS EMERALD SAPPHIRE,14.589464,121.062859,,ONGOING FIRE DRILL,0.0,,9.0,Thursday,10,2018,2018-10,Other
2018-10-18,9:20 AM,Makati City,EDSA GUADALUPE,14.566348,121.045356,SB,VEHICULAR ACCIDENT,1.0,2 CARS,9.0,Thursday,10,2018,2018-10,Accident
2018-10-18,9:27 AM,Quezon City,EDSA AURORA,14.621564,121.050149,,VEHICULAR ACCIDENT,1.0,PUJ AND MC,9.0,Thursday,10,2018,2018-10,Accident
2018-10-18,9:28 AM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,SB,VEHICULAR ACCIDENT,1.0,CAR AND MC,9.0,Thursday,10,2018,2018-10,Accident
2018-10-18,10:19 AM,Pasay City,EDSA CABRERA,14.537979,121.004863,SB,ONGOING DPWH CRACK SEALING,1.0,,10.0,Thursday,10,2018,2018-10,Other
2018-10-18,10:26 AM,Quezon City,C5 KATIPUNAN MIRIAM,14.644291,121.074626,NB,VEHICULAR ACCIDENT,1.0,CAR AND VAN,10.0,Thursday,10,2018,2018-10,Accident
2018-10-18,10:31 AM,Quezon City,KATIPUNAN B. SERRANO,14.61474,121.070685,SB,VEHICULAR ACCIDENT,1.0,AUV AND MC,10.0,Thursday,10,2018,2018-10,Accident
2018-10-18,10:58 AM,Mandaluyong,EDSA SHRINE,14.586681,121.056314,EB,ONGOING DPWH ROAD PATCHING,1.0,,10.0,Thursday,10,2018,2018-10,Other
2018-10-18,11:00 AM,Quezon City,EDSA AGUINALDO GATE 5,14.601281,121.059358,WB,VEHICULAR ACCIDENT,1.0,2 CARS,11.0,Thursday,10,2018,2018-10,Accident
2018-10-18,11:43 AM,Quezon City,EDSA V.V. SOLIVEN,14.604872,121.057809,SB,VEHICULAR ACCIDENT,1.0,SUV AND BUS,11.0,Thursday,10,2018,2018-10,Accident
2018-10-18,12:19 PM,Pasay City,MACAPAGAL HK PLAZA,14.545766,120.987525,,VEHICULAR ACCIDENT,1.0,TAXI AND E-BIKE,12.0,Thursday,10,2018,2018-10,Accident
2018-10-18,12:15 PM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,NB,VEHICULAR ACCIDENT,1.0,CAR AND AUV,12.0,Thursday,10,2018,2018-10,Accident
2018-10-18,12:56 PM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,SB,VEHICULAR ACCIDENT,1.0,BUS AND SUV,12.0,Thursday,10,2018,2018-10,Accident
2018-10-18,12:58 PM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,SB,VEHICULAR ACCIDENT,1.0,CAR AND L300,12.0,Thursday,10,2018,2018-10,Accident
2018-10-18,12:58 PM,Taguig,SALES WEST,14.524435,121.025872,WB,VEHICULAR ACCIDENT,1.0,CAR AND AUV,12.0,Thursday,10,2018,2018-10,Accident
2018-10-18,2:01 PM,Mandaluyong,EDSA STARMALL,14.582431,121.054467,SB,VEHICULAR ACCIDENT,1.0,2 BUSES,14.0,Thursday,10,2018,2018-10,Accident
2018-10-18,2:18 PM,Mandaluyong,EDSA BONI AVE.,14.574014000000002,121.04841,SB,VEHICULAR ACCIDENT,1.0,SUV AND MOTORCYCLE,14.0,Thursday,10,2018,2018-10,Accident
2018-10-18,2:35 PM,Quezon City,KATIPUNAN FLYOVER,14.631692,121.074217,NB,STALLED CLOSED VAN DUE TO FLAT TIRE,1.0,CLOSED VAN,14.0,Thursday,10,2018,2018-10,Stalled Vehicle
2018-10-18,3:02 PM,Pasay City,ROXAS BLVD. BUENDIA,14.552294,120.989491,NB,VEHICULAR ACCIDENT,2.0,2 SUV,15.0,Thursday,10,2018,2018-10,Accident
2018-10-18,,Mandaluyong,EDSA ORTIGAS AVE.,14.586681,121.056314,SB,VEHICULAR ACCIDENT,0.0,SUV AND MOTORCYCLE,,Thursday,10,2018,2018-10,Accident
2018-10-18,,Pasay City,ROXAS BLVD. BUENDIA FLYOVER,14.552294,120.989491,NB,VEHICULAR ACCIDENT,0.0,PICK-UP AND CLOSED VAN,,Thursday,10,2018,2018-10,Accident
2018-10-18,3:36 PM,Quezon City,MINDANAO AVE. TANDANG SORA AVE.,14.677079999999998,121.032172,NB,VEHICULAR ACCIDENT,1.0,ELF TRUCK,15.0,Thursday,10,2018,2018-10,Accident
2018-10-18,3:56 PM,Pasig City,C5 JULIA VARGAS AVE.,14.582681,121.076837,NB,VEHICULAR ACCIDENT,1.0,AUV AND TRUCK,15.0,Thursday,10,2018,2018-10,Accident
2018-10-18,5:29 PM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,EB,VEHICULAR ACCIDENT,0.0,MOTORCYCLE AND CLOSED VAN,17.0,Thursday,10,2018,2018-10,Accident
2018-10-18,5:41 PM,Quezon City,EDSA CONNECTICUT,14.6017,121.059252,SB,STALLED CAR DUE TO MECHANICAL PROBLEM,1.0,CAR,17.0,Thursday,10,2018,2018-10,Stalled Vehicle
2018-10-18,6:00 PM,Paraã±Aque,ROXAS BLVD. BACLARAN,14.529137,120.993406,NB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,18.0,Thursday,10,2018,2018-10,Accident
2018-10-18,6:45 PM,Pasig City,ORTIGAS AVE. LANUZA,14.589184,121.071239,WB,VEHICULAR ACCIDENT,1.0,PICKUP AND BUS,18.0,Thursday,10,2018,2018-10,Accident
2018-10-18,6:58 PM,Pasay City,ROXA BLVD. BUENDIA,14.552294,120.989491,SB,VEHICULAR ACCIDENT,1.0,MULTICAB AND BUS,18.0,Thursday,10,2018,2018-10,Accident
2018-10-18,7:04 PM,Mandaluyong,EDSA ORTIGAS AVE.,14.586681,121.056314,NB,VEHICULAR ACCIDENT,1.0,SUV AND BUS,19.0,Thursday,10,2018,2018-10,Accident
2018-10-18,7:19 PM,Quezon City,MINDANAO AVE. QUIRINO TUNNEL,14.690509,121.027812,NB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,19.0,Thursday,10,2018,2018-10,Stalled Vehicle
2018-10-18,8:28 PM,Makati City,C5 KALAYAAN,14.556079,121.062936,NB,VEHICULAR ACCIDENT,1.0,CAR AND TAXI,20.0,Thursday,10,2018,2018-10,Accident
2018-10-18,9:09 PM,Quezon City,EDSA PARAMOUNT,14.655615,121.029875,SB,VEHICULAR ACCIDENT,2.0,CAR AND VAN,21.0,Thursday,10,2018,2018-10,Accident
2018-10-18,10:23 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,VEHICULAR ACCIDENT,1.0,VAN AND AUV,22.0,Thursday,10,2018,2018-10,Accident
2018-10-18,10:25 PM,Quezon City,EDSA TIMOG UTS,14.63291,121.044944,SB,VEHICULAR ACCIDENT,0.0,TAXI AND SUV,22.0,Thursday,10,2018,2018-10,Accident
2018-10-18,10:41 PM,Quezon City,EDSA SANTOLAN MRT,14.609768,121.055583,NB,STALLED BUS DUE TO MECHANICAL PROBLEM,0.0,BUS,22.0,Thursday,10,2018,2018-10,Stalled Vehicle
2018-10-18,2:23 AM,,MARCOS HIGHWAY BURGER KING,14.621218,121.10425,EB,VEHICULAR ACCIDENT,0.0,A TAXI AND DUMP TRUCK,2.0,Thursday,10,2018,2018-10,Accident
2018-10-18,1:37 AM,Quezon City,EDSA AURORA,14.621564,121.050149,NB,VEHICULAR ACCIDENT,1.0,A CAR AND BUS,1.0,Thursday,10,2018,2018-10,Accident
2018-10-18,5:38 AM,Quezon City,COMMONWEALTH SANDIGAN BAYAN,14.68764,121.087152,WB,VEHICULAR ACCIDENT,1.0,2 BUSES,5.0,Thursday,10,2018,2018-10,Accident
2018-10-18,5:49 AM,Pasay City,EDSA TAFT ROTONDA,14.537499,121.000698,NB,VEHICULAR ACCIDENT,1.0,VAN AND PICK-UP,5.0,Thursday,10,2018,2018-10,Accident
2018-10-18,7:18 AM,Makati City,C5 KALAYAAN,14.556079,121.062936,NB,VEHICULAR ACCIDENT,1.0,CAR AND PICK-UP,7.0,Thursday,10,2018,2018-10,Accident
2018-10-18,7:40 AM,Pasig City,GUADIX DRIVE,14.589104999999998,121.05841,WB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,7.0,Thursday,10,2018,2018-10,Accident
2018-10-19,7:55 AM,Quezon City,ATENEO KATIPUNAN,14.638481,121.07453999999998,NB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,7.0,Friday,10,2018,2018-10,Accident
2018-10-19,8:03 AM,Pasig City,C5 LANUZA,14.577625,121.073462,SB,SELF ACCIDENT,1.0,MC,8.0,Friday,10,2018,2018-10,Accident
2018-10-19,9:32 AM,Makati City,EDSA GUADALUPE,14.566348,121.045356,NB,VEHICULAR ACCIDENT,1.0,CAR AND MC,9.0,Friday,10,2018,2018-10,Accident
2018-10-19,9:43 AM,Makati City,C5 MCKINLEY,14.54081,121.055331,SB,VEHICULAR ACCIDENT,1.0,SUV AND MC,9.0,Friday,10,2018,2018-10,Accident
2018-10-19,10:18 AM,Mandaluyong,EDSA JULIA VARGAS,14.584559,121.055588,NB,MMDA ALERT: Ongoing Mega 3 day's Sale SM Megamall at EDSA Julia Vargas NB as of 10:18 AM. expect moderate to slow m… https://t.co/DP1xx43zpP,0.0,,10.0,Friday,10,2018,2018-10,Other
2018-10-19,10:22 AM,Quezon City,ARANETA QUEZON AVE.,14.628351,121.013365,SB,VEHICULAR ACCIDENT,1.0,SUV AND TRICYCLE,10.0,Friday,10,2018,2018-10,Accident
2018-10-19,10:18 AM,Mandaluyong,EDSA JULIA VARGAS,14.584559,121.055588,NB,ONGOING MEGA 3 DAYS SALE SM MEGAMALL,0.0,,10.0,Friday,10,2018,2018-10,Other
2018-10-19,10:43 AM,Makati City,EDSA AYALA TUNNEL,14.550028,121.029058,NB,MULTIPLE COLLISION,2.0,2 CAR'S AND MC,10.0,Friday,10,2018,2018-10,Accident
2018-10-19,10:46 AM,Pasig City,C5 BAGONG ILOG FLYOVER,14.564141,121.069619,NB,VEHICULAR ACCIDENT,1.0,PEDESTRIAN AND VAN,10.0,Friday,10,2018,2018-10,Accident
2018-10-19,10:53 AM,Mandaluyong,EDSA CENTRAL,14.579778,121.052512,NB,VEHICULAR ACCIDENT,1.0,AUV AND TAXI,10.0,Friday,10,2018,2018-10,Accident
2018-10-19,12:38 PM,Quezon City,KATIPUNAN GATE 3 ATENEO,14.638481,121.07453999999998,NB,STALLED CLOSED VAN DUE TO MECHANICAL PROBLEM,1.0,CLOSED VAN,12.0,Friday,10,2018,2018-10,Stalled Vehicle
2018-10-19,12:08 PM,Quezon City,EDSA P. TUAZON,14.616404,121.052548,SB,VEHICULAR ACCIDENT,1.0,AUV AND CAR,12.0,Friday,10,2018,2018-10,Accident
2018-10-19,12:33 PM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,SB,VEHICULAR ACCIDENT,1.0,AUV AND BUS,12.0,Friday,10,2018,2018-10,Accident
2018-10-19,1:38 PM,Quezon City,OLD BALARA MWSS,14.656954999999998,121.074386,NB,VEHICULAR ACCIDENT,1.0,MC AND TAXI,13.0,Friday,10,2018,2018-10,Accident
2018-10-19,3:16 PM,Mandaluyong,EDSA HIGHWAY 54 MALL,14.584119,121.055076,SB,VEHICULAR ACCIDENT,1.0,CAR AND MOTORCYCLE,15.0,Friday,10,2018,2018-10,Accident
2018-10-19,3:38 PM,Pasig City,C5 BAGONG ILOG FLYOVER,14.564141,121.069619,NB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,15.0,Friday,10,2018,2018-10,Stalled Vehicle
2018-10-19,3:29 PM,Quezon City,QUEZON AVE. EXAMINEER,14.641349,121.0329,WB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE AND CAR,15.0,Friday,10,2018,2018-10,Accident
2018-10-19,4:10 PM,Quezon City,C5 EASTWOOD,14.60728,121.078528,SB,VEHICULAR ACCIDENT,1.0,AUV AND MOTORCYCLE,16.0,Friday,10,2018,2018-10,Accident
2018-10-19,4:38 PM,Quezon City,ORTIGAS POEA,14.593599,121.057928,EB,VEHICULAR ACCIDENT,1.0,ELF VAN AND TAXI,16.0,Friday,10,2018,2018-10,Accident
2018-10-19,4:46 PM,Mandaluyong,EDSA STARMALL,14.582431,121.054467,SB,VEHICULAR ACCIDENT,1.0,2 BUSES,16.0,Friday,10,2018,2018-10,Accident
2018-10-19,5:11 PM,Pasig City,ORTIGAS ADB,14.590107,121.062023,EB,VEHICULAR ACCIDENT,1.0,CAR AND TAXI,17.0,Friday,10,2018,2018-10,Accident
2018-10-19,5:48 PM,Makati City,EDSA KALAYAAN,14.55778,121.038293,NB,VEHICULAR ACCIDENT,2.0,BUS AND ARMORED VAN,17.0,Friday,10,2018,2018-10,Accident
2018-10-19,6:03 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,NB,VEHICULAR ACCIDENT,1.0,CAR AND MOTORCYCLE,18.0,Friday,10,2018,2018-10,Accident
2018-10-19,6:22 PM,Makati City,EDSA MAGALLANES FLYOVER,14.540271,121.016837,NB,VEHICULAR ACCIDENT,2.0,TAXI AND SUV,18.0,Friday,10,2018,2018-10,Accident
2018-10-19,7:14 PM,Quezon City,C5 LIBIS,14.603015,121.079256,SB,VEHICULAR ACCIDENT,1.0,CLOSE VAN AND AUV,19.0,Friday,10,2018,2018-10,Accident
2018-10-19,7:30 PM,Quezon City,EDSA MAIN AVE.,14.61366,121.053801,NB,STALLED VEHICLE DUE TO MECHANICAL PROBLEM,1.0,VEHICLE,19.0,Friday,10,2018,2018-10,Stalled Vehicle
2018-10-19,7:40 PM,Quezon City,COMMONWEALTH PHILCOA,14.653542000000002,121.052687,EB,VEHICULAR ACCIDENT,2.0,UV AND PUJ,19.0,Friday,10,2018,2018-10,Accident
2018-10-19,7:52 PM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,SB,VEHICULAR ACCIDENT,1.0,2 CARS,19.0,Friday,10,2018,2018-10,Accident
2018-10-19,8:12 PM,Quezon City,C5 EASTWOOD,14.60728,121.078528,SB,VEHICULAR ACCIDENT,2.0,SUV AND VAN,20.0,Friday,10,2018,2018-10,Accident
2018-10-19,8:32 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,NB,VEHICULAR ACCIDENT,1.0,ARMORED VAN AND MOTORCYCLE,20.0,Friday,10,2018,2018-10,Accident
2018-10-19,8:33 PM,Makati City,C5 SM AURA,14.546139000000002,121.055432,SB,VEHICULAR ACCIDENT,1.0,CAR AND MOTORCYCLE,20.0,Friday,10,2018,2018-10,Accident
2018-10-19,9:02 PM,Quezon City,EDSA KAMIAS,14.630770000000002,121.045968,NB,VEHICULAR ACCIDENT,2.0,AUV AND TAXI,21.0,Friday,10,2018,2018-10,Accident
2018-10-19,11:23 PM,Quezon City,MINDANAO CONGRESSIONAL,14.667917999999998,121.033972,,VEHICULAR ACCIDENT,1.0,CAR AND VAN,23.0,Friday,10,2018,2018-10,Accident
2018-10-19,6:50 AM,Makati City,EDSA MAGALLANES FLYOVER,14.540271,121.016837,SB,VEHICULAR ACCIDENT,1.0,2 CARS,6.0,Friday,10,2018,2018-10,Accident
2018-10-19,6:53 AM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,SB,STALLED OWNER JEEP DUE TO MECHANICAL PROBLEM,1.0,OWNER JEEP,6.0,Friday,10,2018,2018-10,Stalled Vehicle
2018-10-19,7:15 AM,Quezon City,C5 LIBIS SB/NB,14.603015,121.079256,,MMDA ALERT: Ongoing DPWH road re-blocking at C5 Libis SB/NB as of 7:15 AM. 1 lane occupied. MMDA on site. #mmda,1.0,,7.0,Friday,10,2018,2018-10,Other
2018-10-19,7:15 AM,Makati City,C5 KALAYAAN,14.556079,121.062936,SB,MMDA ALERT: Ongoing DPWH road re-blocking at C5 Kalayaan SB as of 7:15 AM. 1 lane occupied. MMDA on site. #mmda,1.0,,7.0,Friday,10,2018,2018-10,Other
2018-10-20,7:27 AM,Quezon City,EDSA CONNECTICUT,14.6017,121.059252,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,7.0,Saturday,10,2018,2018-10,Stalled Vehicle
2018-10-20,8:15 AM,Manila,ROXAS BLVD. RIZAL MONUMENT,14.581465,120.976297,NB,VEHICULAR ACCIDENT,1.0,MC AND PEDESTRIAN,8.0,Saturday,10,2018,2018-10,Accident
2018-10-20,8:45 AM,Quezon City,EDSA SCOUT BORROMEO,14.637251,121.042113,SB,MMDA ALERT: Ongoing DPWH road re-blocking at EDSA Scout Borromeo SB as of 8:45 AM. 1 lane occupied. MMDA on site. #mmda,1.0,,8.0,Saturday,10,2018,2018-10,Other
2018-10-20,9:58 AM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,EB,VEHICULAR ACCIDENT,1.0,CAR AND TAXI,9.0,Saturday,10,2018,2018-10,Accident
2018-10-20,10:10 AM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,NB,VEHICULAR ACCIDENT,1.0,2 CARS,10.0,Saturday,10,2018,2018-10,Accident
2018-10-20,10:41 AM,Quezon City,C.P. GARCIA KATIPUNAN,14.648274,121.074353,SB,ONGOING DPWH OPERATION ANTI OVERLOADING,1.0,,10.0,Saturday,10,2018,2018-10,Other
2018-10-20,10:44 AM,Quezon City,KATIPUNAN QMMC,14.621781,121.073419,NB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,10.0,Saturday,10,2018,2018-10,Stalled Vehicle
2018-10-20,11:04 AM,Quezon City,AURORA PSBA,14.630829,121.072355,EB,VEHICULAR ACCIDENT,1.0,TAXI AND PUJ,11.0,Saturday,10,2018,2018-10,Accident
2018-10-20,11:09 AM,Makati City,EDSA AYALA TUNNEL,14.550028,121.029058,SB,VEHICULAR ACCIDENT,1.0,AUV AND CAR,11.0,Saturday,10,2018,2018-10,Accident
2018-10-20,11:30 AM,Quezon City,C5 GREEN MEADOWS,14.601442,121.079351,NB,VEHICULAR ACCIDENT,1.0,DELIVERY VAN AND CAR,11.0,Saturday,10,2018,2018-10,Accident
2018-10-20,11:41 AM,Quezon City,C5 LIBIS,14.603015,121.079256,SB,VEHICULAR ACCIDENT,1.0,SUV AND CAR,11.0,Saturday,10,2018,2018-10,Accident
2018-10-20,11:46 AM,Mandaluyong,EDSA QUEZON AVE.,14.582431,121.054467,NB,VEHICULAR ACCIDENT,1.0,AUV AND CAR,11.0,Saturday,10,2018,2018-10,Accident
2018-10-20,12:59 PM,Mandaluyong,EDSA ORTIGAS FLYOVER,14.586681,121.056314,SB,MULTIPLE COLLISION,1.0,"AUV, L300 AND 2 CARS",12.0,Saturday,10,2018,2018-10,Accident
2018-10-20,12:59 PM,Quezon City,KATIPUNAN AVE. ATENEO GATE 3,14.640529,121.074565,NB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,12.0,Saturday,10,2018,2018-10,Stalled Vehicle
2018-10-20,1:25 PM,Makati City,C5 KALAYAAN,14.556079,121.062936,NB,VEHICULAR ACCIDENT,1.0,L300 AND CAR,13.0,Saturday,10,2018,2018-10,Accident
2018-10-20,1:38 PM,Quezon City,KATIPUNAN MIRIAM,14.644291,121.074626,NB,VEHICULAR ACCIDENT,1.0,TRUCK AND CAR,13.0,Saturday,10,2018,2018-10,Accident
2018-10-20,2:12 PM,Pasig City,C5 ORTIGAS,14.589706,121.079945,SB,VEHICULAR ACCIDENT,2.0,CAR AND TRUCK,14.0,Saturday,10,2018,2018-10,Accident
2018-10-20,3:55 PM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,NB,VEHICULAR ACCIDENT,2.0,TAXI AND AUV,15.0,Saturday,10,2018,2018-10,Accident
2018-10-20,4:55 PM,Quezon City,EDSA SANTOLAN,14.609768,121.055583,SB,VEHICULAR ACCIDENT,2.0,CAR AND VAN,16.0,Saturday,10,2018,2018-10,Accident
2018-10-20,5:02 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,VEHICULAR ACCIDENT,1.0,2 CARS,17.0,Saturday,10,2018,2018-10,Accident
2018-10-20,5:07 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,NB,VEHICULAR ACCIDENT,1.0,2 CARS,17.0,Saturday,10,2018,2018-10,Accident
2018-10-20,5:51 PM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,SB,VEHICULAR ACCIDENT,2.0,TAXI AND VAN,17.0,Saturday,10,2018,2018-10,Accident
2018-10-20,5:53 PM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE AND PUJ,17.0,Saturday,10,2018,2018-10,Accident
2018-10-20,5:52 PM,Mandaluyong,EDSA SHAW,14.581153,121.053565,NB,VEHICULAR ACCIDENT,1.0,ARMORED VAN,17.0,Saturday,10,2018,2018-10,Accident
2018-10-20,5:58 PM,Quezon City,EDSA TRINOMA,14.652928,121.031852,NB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,17.0,Saturday,10,2018,2018-10,Accident
2018-10-20,6:21 PM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,18.0,Saturday,10,2018,2018-10,Stalled Vehicle
2018-10-20,6:35 PM,Quezon City,C5 EASTWOOD,14.60728,121.078528,NB,MULTIPLE COLLISION,1.0,"TAXI, CAR AND MOTORCYCLE",18.0,Saturday,10,2018,2018-10,Accident
2018-10-20,7:27 PM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,EB,VEHICULAR ACCIDENT,2.0,UV EXPRESS AND CAR,19.0,Saturday,10,2018,2018-10,Accident
2018-10-20,11:23 PM,Quezon City,COMMONWEALTH LUZON FLYOVER,14.66533,121.070469,NB,VEHICULAR ACCIDENT,1.0,TRUCK AND MOTORCYCLE,23.0,Saturday,10,2018,2018-10,Accident
2018-10-20,11:49 PM,Quezon City,KATIPUNAN ATENEO,14.638481,121.07453999999998,NB,VEHICULAR ACCIDENT,1.0,TRUCK AND TAXI,23.0,Saturday,10,2018,2018-10,Accident
2018-10-20,12:00 AM,Pasay City,ROXAS BLVD. EDSA ROXAS FLYOVER,14.537063,120.992484,NB,VEHICULAR ACCIDENT,1.0,2 TRUCKS,0.0,Saturday,10,2018,2018-10,Accident
2018-10-20,6:08 AM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,MULTIPLE COLLISION,2.0,3 SUV AND 2 CARS,6.0,Saturday,10,2018,2018-10,Accident
