Day,Year,Month_Name,Ridership,Date_Str,Date,Month,DayOfWeek,YearMonth
27,2011,January,457129.0,2011-January-27,2011-01-27,1,Thursday,2011-01
28,2011,January,500152.0,2011-January-28,2011-01-28,1,Friday,2011-01
29,2011,January,359976.0,2011-January-29,2011-01-29,1,Saturday,2011-01
30,2011,January,243296.0,2011-January-30,2011-01-30,1,Sunday,2011-01
31,2011,January,476683.0,2011-January-31,2011-01-31,1,Monday,2011-01
1,2012,January,168980.0,2012-January-1,2012-01-01,1,Sunday,2012-01
2,2012,January,429076.0,2012-January-2,2012-01-02,1,Monday,2012-01
3,2012,January,501922.0,2012-January-3,2012-01-03,1,Tuesday,2012-01
4,2012,January,506575.0,2012-January-4,2012-01-04,1,Wednesday,2012-01
5,2012,January,507024.0,2012-January-5,2012-01-05,1,Thursday,2012-01
6,2012,January,516067.0,2012-January-6,2012-01-06,1,Friday,2012-01
7,2012,January,420294.0,2012-January-7,2012-01-07,1,Saturday,2012-01
8,2012,January,245087.0,2012-January-8,2012-01-08,1,Sunday,2012-01
9,2012,January,519590.0,2012-January-9,2012-01-09,1,Monday,2012-01
10,2012,January,535427.0,2012-January-10,2012-01-10,1,Tuesday,2012-01
11,2012,January,539664.0,2012-January-11,2012-01-11,1,Wednesday,2012-01
12,2012,January,526242.0,2012-January-12,2012-01-12,1,Thursday,2012-01
13,2012,January,544725.0,2012-January-13,2012-01-13,1,Friday,2012-01
14,2012,January,412340.0,2012-January-14,2012-01-14,1,Saturday,2012-01
15,2012,January,270779.0,2012-January-15,2012-01-15,1,Sunday,2012-01
16,2012,January,526594.0,2012-January-16,2012-01-16,1,Monday,2012-01
17,2012,January,526939.0,2012-January-17,2012-01-17,1,Tuesday,2012-01
18,2012,January,546085.0,2012-January-18,2012-01-18,1,Wednesday,2012-01
19,2012,January,535052.0,2012-January-19,2012-01-19,1,Thursday,2012-01
20,2012,January,548432.0,2012-January-20,2012-01-20,1,Friday,2012-01
21,2012,January,412846.0,2012-January-21,2012-01-21,1,Saturday,2012-01
22,2012,January,261107.0,2012-January-22,2012-01-22,1,Sunday,2012-01
23,2012,January,292347.0,2012-January-23,2012-01-23,1,Monday,2012-01
24,2012,January,540607.0,2012-January-24,2012-01-24,1,Tuesday,2012-01
25,2012,January,520745.0,2012-January-25,2012-01-25,1,Wednesday,2012-01
26,2012,January,545255.0,2012-January-26,2012-01-26,1,Thursday,2012-01
27,2012,January,557153.0,2012-January-27,2012-01-27,1,Friday,2012-01
28,2012,January,394426.0,2012-January-28,2012-01-28,1,Saturday,2012-01
29,2012,January,261350.0,2012-January-29,2012-01-29,1,Sunday,2012-01
30,2012,January,539982.0,2012-January-30,2012-01-30,1,Monday,2012-01
31,2012,January,540949.0,2012-January-31,2012-01-31,1,Tuesday,2012-01
1,2013,January,181222.0,2013-January-1,2013-01-01,1,Tuesday,2013-01
2,2013,January,476252.0,2013-January-2,2013-01-02,1,Wednesday,2013-01
3,2013,January,509964.0,2013-January-3,2013-01-03,1,Thursday,2013-01
4,2013,January,543636.0,2013-January-4,2013-01-04,1,Friday,2013-01
5,2013,January,408704.0,2013-January-5,2013-01-05,1,Saturday,2013-01
6,2013,January,276066.0,2013-January-6,2013-01-06,1,Sunday,2013-01
7,2013,January,568895.0,2013-January-7,2013-01-07,1,Monday,2013-01
8,2013,January,583442.0,2013-January-8,2013-01-08,1,Tuesday,2013-01
9,2013,January,592343.0,2013-January-9,2013-01-09,1,Wednesday,2013-01
10,2013,January,556365.0,2013-January-10,2013-01-10,1,Thursday,2013-01
11,2013,January,585008.0,2013-January-11,2013-01-11,1,Friday,2013-01
12,2013,January,408164.0,2013-January-12,2013-01-12,1,Saturday,2013-01
13,2013,January,270083.0,2013-January-13,2013-01-13,1,Sunday,2013-01
14,2013,January,563877.0,2013-January-14,2013-01-14,1,Monday,2013-01
15,2013,January,581662.0,2013-January-15,2013-01-15,1,Tuesday,2013-01
16,2013,January,559820.0,2013-January-16,2013-01-16,1,Wednesday,2013-01
17,2013,January,556927.0,2013-January-17,2013-01-17,1,Thursday,2013-01
18,2013,January,575723.0,2013-January-18,2013-01-18,1,Friday,2013-01
19,2013,January,433027.0,2013-January-19,2013-01-19,1,Saturday,2013-01
20,2013,January,280665.0,2013-January-20,2013-01-20,1,Sunday,2013-01
21,2013,January,550667.0,2013-January-21,2013-01-21,1,Monday,2013-01
22,2013,January,552473.0,2013-January-22,2013-01-22,1,Tuesday,2013-01
23,2013,January,564327.0,2013-January-23,2013-01-23,1,Wednesday,2013-01
24,2013,January,531014.0,2013-January-24,2013-01-24,1,Thursday,2013-01
25,2013,January,564580.0,2013-January-25,2013-01-25,1,Friday,2013-01
26,2013,January,431230.0,2013-January-26,2013-01-26,1,Saturday,2013-01
27,2013,January,255878.0,2013-January-27,2013-01-27,1,Sunday,2013-01
28,2013,January,557374.0,2013-January-28,2013-01-28,1,Monday,2013-01
29,2013,January,545387.0,2013-January-29,2013-01-29,1,Tuesday,2013-01
30,2013,January,563647.0,2013-January-30,2013-01-30,1,Wednesday,2013-01
31,2013,January,564045.0,2013-January-31,2013-01-31,1,Thursday,2013-01
1,2014,January,195089.0,2014-January-1,2014-01-01,1,Wednesday,2014-01
2,2014,January,460305.0,2014-January-2,2014-01-02,1,Thursday,2014-01
3,2014,January,515462.0,2014-January-3,2014-01-03,1,Friday,2014-01
4,2014,January,388761.0,2014-January-4,2014-01-04,1,Saturday,2014-01
5,2014,January,275516.0,2014-January-5,2014-01-05,1,Sunday,2014-01
6,2014,January,580021.0,2014-January-6,2014-01-06,1,Monday,2014-01
7,2014,January,570347.0,2014-January-7,2014-01-07,1,Tuesday,2014-01
8,2014,January,580404.0,2014-January-8,2014-01-08,1,Wednesday,2014-01
9,2014,January,575683.0,2014-January-9,2014-01-09,1,Thursday,2014-01
10,2014,January,605421.0,2014-January-10,2014-01-10,1,Friday,2014-01
11,2014,January,443124.0,2014-January-11,2014-01-11,1,Saturday,2014-01
12,2014,January,282063.0,2014-January-12,2014-01-12,1,Sunday,2014-01
13,2014,January,560213.0,2014-January-13,2014-01-13,1,Monday,2014-01
14,2014,January,536672.0,2014-January-14,2014-01-14,1,Tuesday,2014-01
15,2014,January,552580.0,2014-January-15,2014-01-15,1,Wednesday,2014-01
16,2014,January,567031.0,2014-January-16,2014-01-16,1,Thursday,2014-01
17,2014,January,589825.0,2014-January-17,2014-01-17,1,Friday,2014-01
18,2014,January,443451.0,2014-January-18,2014-01-18,1,Saturday,2014-01
19,2014,January,281354.0,2014-January-19,2014-01-19,1,Sunday,2014-01
20,2014,January,557065.0,2014-January-20,2014-01-20,1,Monday,2014-01
21,2014,January,545223.0,2014-January-21,2014-01-21,1,Tuesday,2014-01
22,2014,January,576105.0,2014-January-22,2014-01-22,1,Wednesday,2014-01
23,2014,January,559819.0,2014-January-23,2014-01-23,1,Thursday,2014-01
24,2014,January,587835.0,2014-January-24,2014-01-24,1,Friday,2014-01
25,2014,January,430405.0,2014-January-25,2014-01-25,1,Saturday,2014-01
26,2014,January,271893.0,2014-January-26,2014-01-26,1,Sunday,2014-01
27,2014,January,549886.0,2014-January-27,2014-01-27,1,Monday,2014-01
28,2014,January,560922.0,2014-January-28,2014-01-28,1,Tuesday,2014-01
29,2014,January,558639.0,2014-January-29,2014-01-29,1,Wednesday,2014-01
30,2014,January,579278.0,2014-January-30,2014-01-30,1,Thursday,2014-01
31,2014,January,402975.0,2014-January-31,2014-01-31,1,Friday,2014-01
1,2015,January,117127.0,2015-January-1,2015-01-01,1,Thursday,2015-01
2,2015,January,243500.0,2015-January-2,2015-01-02,1,Friday,2015-01
3,2015,January,261647.0,2015-January-3,2015-01-03,1,Saturday,2015-01
4,2015,January,208443.0,2015-January-4,2015-01-04,1,Sunday,2015-01
5,2015,January,419817.0,2015-January-5,2015-01-05,1,Monday,2015-01
6,2015,January,417893.0,2015-January-6,2015-01-06,1,Tuesday,2015-01
7,2015,January,409289.0,2015-January-7,2015-01-07,1,Wednesday,2015-01
8,2015,January,420362.0,2015-January-8,2015-01-08,1,Thursday,2015-01
9,2015,January,430020.0,2015-January-9,2015-01-09,1,Friday,2015-01
10,2015,January,307613.0,2015-January-10,2015-01-10,1,Saturday,2015-01
11,2015,January,208132.0,2015-January-11,2015-01-11,1,Sunday,2015-01
12,2015,January,435697.0,2015-January-12,2015-01-12,1,Monday,2015-01
13,2015,January,438305.0,2015-January-13,2015-01-13,1,Tuesday,2015-01
14,2015,January,448636.0,2015-January-14,2015-01-14,1,Wednesday,2015-01
15,2015,January,265768.0,2015-January-15,2015-01-15,1,Thursday,2015-01
16,2015,January,250199.0,2015-January-16,2015-01-16,1,Friday,2015-01
17,2015,January,260968.0,2015-January-17,2015-01-17,1,Saturday,2015-01
18,2015,January,186689.0,2015-January-18,2015-01-18,1,Sunday,2015-01
19,2015,January,247207.0,2015-January-19,2015-01-19,1,Monday,2015-01
20,2015,January,444341.0,2015-January-20,2015-01-20,1,Tuesday,2015-01
21,2015,January,403198.0,2015-January-21,2015-01-21,1,Wednesday,2015-01
22,2015,January,427705.0,2015-January-22,2015-01-22,1,Thursday,2015-01
23,2015,January,410840.0,2015-January-23,2015-01-23,1,Friday,2015-01
24,2015,January,324903.0,2015-January-24,2015-01-24,1,Saturday,2015-01
25,2015,January,215715.0,2015-January-25,2015-01-25,1,Sunday,2015-01
26,2015,January,422291.0,2015-January-26,2015-01-26,1,Monday,2015-01
27,2015,January,420317.0,2015-January-27,2015-01-27,1,Tuesday,2015-01
28,2015,January,424373.0,2015-January-28,2015-01-28,1,Wednesday,2015-01
29,2015,January,403498.0,2015-January-29,2015-01-29,1,Thursday,2015-01
30,2015,January,440869.0,2015-January-30,2015-01-30,1,Friday,2015-01
31,2015,January,332707.0,2015-January-31,2015-01-31,1,Saturday,2015-01
1,2016,January,106936.0,2016-January-1,2016-01-01,1,Friday,2016-01
2,2016,January,177050.0,2016-January-2,2016-01-02,1,Saturday,2016-01
3,2016,January,178390.0,2016-January-3,2016-01-03,1,Sunday,2016-01
4,2016,January,345458.0,2016-January-4,2016-01-04,1,Monday,2016-01
5,2016,January,356991.0,2016-January-5,2016-01-05,1,Tuesday,2016-01
6,2016,January,357782.0,2016-January-6,2016-01-06,1,Wednesday,2016-01
7,2016,January,355968.0,2016-January-7,2016-01-07,1,Thursday,2016-01
8,2016,January,250252.0,2016-January-8,2016-01-08,1,Friday,2016-01
9,2016,January,278926.0,2016-January-9,2016-01-09,1,Saturday,2016-01
10,2016,January,183690.0,2016-January-10,2016-01-10,1,Sunday,2016-01
11,2016,January,372256.0,2016-January-11,2016-01-11,1,Monday,2016-01
12,2016,January,359348.0,2016-January-12,2016-01-12,1,Tuesday,2016-01
13,2016,January,371954.0,2016-January-13,2016-01-13,1,Wednesday,2016-01
14,2016,January,366434.0,2016-January-14,2016-01-14,1,Thursday,2016-01
15,2016,January,411914.0,2016-January-15,2016-01-15,1,Friday,2016-01
16,2016,January,306195.0,2016-January-16,2016-01-16,1,Saturday,2016-01
17,2016,January,180675.0,2016-January-17,2016-01-17,1,Sunday,2016-01
18,2016,January,376502.0,2016-January-18,2016-01-18,1,Monday,2016-01
19,2016,January,379350.0,2016-January-19,2016-01-19,1,Tuesday,2016-01
20,2016,January,394242.0,2016-January-20,2016-01-20,1,Wednesday,2016-01
21,2016,January,382111.0,2016-January-21,2016-01-21,1,Thursday,2016-01
22,2016,January,415819.0,2016-January-22,2016-01-22,1,Friday,2016-01
23,2016,January,287154.0,2016-January-23,2016-01-23,1,Saturday,2016-01
24,2016,January,185961.0,2016-January-24,2016-01-24,1,Sunday,2016-01
25,2016,January,381331.0,2016-January-25,2016-01-25,1,Monday,2016-01
26,2016,January,382840.0,2016-January-26,2016-01-26,1,Tuesday,2016-01
27,2016,January,383176.0,2016-January-27,2016-01-27,1,Wednesday,2016-01
28,2016,January,381679.0,2016-January-28,2016-01-28,1,Thursday,2016-01
29,2016,January,414993.0,2016-January-29,2016-01-29,1,Friday,2016-01
30,2016,January,293663.0,2016-January-30,2016-01-30,1,Saturday,2016-01
31,2016,January,193130.0,2016-January-31,2016-01-31,1,Sunday,2016-01
1,2017,January,138750.0,2017-January-1,2017-01-01,1,Sunday,2017-01
2,2017,January,222873.0,2017-January-2,2017-01-02,1,Monday,2017-01
3,2017,January,426830.0,2017-January-3,2017-01-03,1,Tuesday,2017-01
4,2017,January,449262.0,2017-January-4,2017-01-04,1,Wednesday,2017-01
5,2017,January,449942.0,2017-January-5,2017-01-05,1,Thursday,2017-01
6,2017,January,482890.0,2017-January-6,2017-01-06,1,Friday,2017-01
7,2017,January,335994.0,2017-January-7,2017-01-07,1,Saturday,2017-01
8,2017,January,216028.0,2017-January-8,2017-01-08,1,Sunday,2017-01
9,2017,January,457510.0,2017-January-9,2017-01-09,1,Monday,2017-01
10,2017,January,479170.0,2017-January-10,2017-01-10,1,Tuesday,2017-01
11,2017,January,472940.0,2017-January-11,2017-01-11,1,Wednesday,2017-01
12,2017,January,463778.0,2017-January-12,2017-01-12,1,Thursday,2017-01
13,2017,January,494674.0,2017-January-13,2017-01-13,1,Friday,2017-01
14,2017,January,359510.0,2017-January-14,2017-01-14,1,Saturday,2017-01
15,2017,January,222502.0,2017-January-15,2017-01-15,1,Sunday,2017-01
16,2017,January,462491.0,2017-January-16,2017-01-16,1,Monday,2017-01
17,2017,January,474930.0,2017-January-17,2017-01-17,1,Tuesday,2017-01
18,2017,January,477499.0,2017-January-18,2017-01-18,1,Wednesday,2017-01
19,2017,January,472483.0,2017-January-19,2017-01-19,1,Thursday,2017-01
20,2017,January,503866.0,2017-January-20,2017-01-20,1,Friday,2017-01
21,2017,January,347243.0,2017-January-21,2017-01-21,1,Saturday,2017-01
22,2017,January,211832.0,2017-January-22,2017-01-22,1,Sunday,2017-01
23,2017,January,459597.0,2017-January-23,2017-01-23,1,Monday,2017-01
24,2017,January,471940.0,2017-January-24,2017-01-24,1,Tuesday,2017-01
25,2017,January,479236.0,2017-January-25,2017-01-25,1,Wednesday,2017-01
26,2017,January,473598.0,2017-January-26,2017-01-26,1,Thursday,2017-01
27,2017,January,495835.0,2017-January-27,2017-01-27,1,Friday,2017-01
28,2017,January,293863.0,2017-January-28,2017-01-28,1,Saturday,2017-01
29,2017,January,213581.0,2017-January-29,2017-01-29,1,Sunday,2017-01
30,2017,January,452037.0,2017-January-30,2017-01-30,1,Monday,2017-01
31,2017,January,480188.0,2017-January-31,2017-01-31,1,Tuesday,2017-01
1,2018,January,125183.0,2018-January-1,2018-01-01,1,Monday,2018-01
2,2018,January,282285.0,2018-January-2,2018-01-02,1,Tuesday,2018-01
3,2018,January,374098.0,2018-January-3,2018-01-03,1,Wednesday,2018-01
4,2018,January,372161.0,2018-January-4,2018-01-04,1,Thursday,2018-01
5,2018,January,383480.0,2018-January-5,2018-01-05,1,Friday,2018-01
6,2018,January,281703.0,2018-January-6,2018-01-06,1,Saturday,2018-01
7,2018,January,184403.0,2018-January-7,2018-01-07,1,Sunday,2018-01
8,2018,January,388239.0,2018-January-8,2018-01-08,1,Monday,2018-01
9,2018,January,376148.0,2018-January-9,2018-01-09,1,Tuesday,2018-01
10,2018,January,382905.0,2018-January-10,2018-01-10,1,Wednesday,2018-01
11,2018,January,351702.0,2018-January-11,2018-01-11,1,Thursday,2018-01
12,2018,January,390325.0,2018-January-12,2018-01-12,1,Friday,2018-01
13,2018,January,290610.0,2018-January-13,2018-01-13,1,Saturday,2018-01
14,2018,January,185061.0,2018-January-14,2018-01-14,1,Sunday,2018-01
15,2018,January,371362.0,2018-January-15,2018-01-15,1,Monday,2018-01
16,2018,January,380158.0,2018-January-16,2018-01-16,1,Tuesday,2018-01
17,2018,January,379409.0,2018-January-17,2018-01-17,1,Wednesday,2018-01
18,2018,January,373531.0,2018-January-18,2018-01-18,1,Thursday,2018-01
19,2018,January,383361.0,2018-January-19,2018-01-19,1,Friday,2018-01
20,2018,January,283040.0,2018-January-20,2018-01-20,1,Saturday,2018-01
21,2018,January,180945.0,2018-January-21,2018-01-21,1,Sunday,2018-01
22,2018,January,345471.0,2018-January-22,2018-01-22,1,Monday,2018-01
23,2018,January,340644.0,2018-January-23,2018-01-23,1,Tuesday,2018-01
24,2018,January,305429.0,2018-January-24,2018-01-24,1,Wednesday,2018-01
25,2018,January,340665.0,2018-January-25,2018-01-25,1,Thursday,2018-01
26,2018,January,325002.0,2018-January-26,2018-01-26,1,Friday,2018-01
27,2018,January,255644.0,2018-January-27,2018-01-27,1,Saturday,2018-01
28,2018,January,173497.0,2018-January-28,2018-01-28,1,Sunday,2018-01
29,2018,January,321922.0,2018-January-29,2018-01-29,1,Monday,2018-01
30,2018,January,318820.0,2018-January-30,2018-01-30,1,Tuesday,2018-01
31,2018,January,320570.0,2018-January-31,2018-01-31,1,Wednesday,2018-01
1,2019,January,111068.0,2019-January-1,2019-01-01,1,Tuesday,2019-01
2,2019,January,249746.0,2019-January-2,2019-01-02,1,Wednesday,2019-01
3,2019,January,310851.0,2019-January-3,2019-01-03,1,Thursday,2019-01
4,2019,January,327192.0,2019-January-4,2019-01-04,1,Friday,2019-01
5,2019,January,231877.0,2019-January-5,2019-01-05,1,Saturday,2019-01
6,2019,January,165444.0,2019-January-6,2019-01-06,1,Sunday,2019-01
7,2019,January,336026.0,2019-January-7,2019-01-07,1,Monday,2019-01
8,2019,January,344015.0,2019-January-8,2019-01-08,1,Tuesday,2019-01
9,2019,January,340780.0,2019-January-9,2019-01-09,1,Wednesday,2019-01
10,2019,January,338626.0,2019-January-10,2019-01-10,1,Thursday,2019-01
11,2019,January,354904.0,2019-January-11,2019-01-11,1,Friday,2019-01
12,2019,January,251190.0,2019-January-12,2019-01-12,1,Saturday,2019-01
13,2019,January,158942.0,2019-January-13,2019-01-13,1,Sunday,2019-01
14,2019,January,335880.0,2019-January-14,2019-01-14,1,Monday,2019-01
15,2019,January,347984.0,2019-January-15,2019-01-15,1,Tuesday,2019-01
16,2019,January,351658.0,2019-January-16,2019-01-16,1,Wednesday,2019-01
17,2019,January,344527.0,2019-January-17,2019-01-17,1,Thursday,2019-01
18,2019,January,346141.0,2019-January-18,2019-01-18,1,Friday,2019-01
19,2019,January,255269.0,2019-January-19,2019-01-19,1,Saturday,2019-01
20,2019,January,161318.0,2019-January-20,2019-01-20,1,Sunday,2019-01
21,2019,January,331577.0,2019-January-21,2019-01-21,1,Monday,2019-01
22,2019,January,340469.0,2019-January-22,2019-01-22,1,Tuesday,2019-01
23,2019,January,345315.0,2019-January-23,2019-01-23,1,Wednesday,2019-01
24,2019,January,339794.0,2019-January-24,2019-01-24,1,Thursday,2019-01
25,2019,January,359447.0,2019-January-25,2019-01-25,1,Friday,2019-01
26,2019,January,253395.0,2019-January-26,2019-01-26,1,Saturday,2019-01
27,2019,January,167825.0,2019-January-27,2019-01-27,1,Sunday,2019-01
28,2019,January,328527.0,2019-January-28,2019-01-28,1,Monday,2019-01
29,2019,January,345535.0,2019-January-29,2019-01-29,1,Tuesday,2019-01
30,2019,January,340859.0,2019-January-30,2019-01-30,1,Wednesday,2019-01
31,2019,January,348137.0,2019-January-31,2019-01-31,1,Thursday,2019-01
1,2020,January,95691.0,2020-January-1,2020-01-01,1,Wednesday,2020-01
2,2020,January,226990.0,2020-January-2,2020-01-02,1,Thursday,2020-01
3,2020,January,261975.0,2020-January-3,2020-01-03,1,Friday,2020-01
4,2020,January,187850.0,2020-January-4,2020-01-04,1,Saturday,2020-01
5,2020,January,142809.0,2020-January-5,2020-01-05,1,Sunday,2020-01
6,2020,January,298765.0,2020-January-6,2020-01-06,1,Monday,2020-01
7,2020,January,301008.0,2020-January-7,2020-01-07,1,Tuesday,2020-01
8,2020,January,302455.0,2020-January-8,2020-01-08,1,Wednesday,2020-01
9,2020,January,306997.0,2020-January-9,2020-01-09,1,Thursday,2020-01
10,2020,January,317838.0,2020-January-10,2020-01-10,1,Friday,2020-01
11,2020,January,223749.0,2020-January-11,2020-01-11,1,Saturday,2020-01
12,2020,January,147816.0,2020-January-12,2020-01-12,1,Sunday,2020-01
13,2020,January,198366.0,2020-January-13,2020-01-13,1,Monday,2020-01
14,2020,January,277941.0,2020-January-14,2020-01-14,1,Tuesday,2020-01
15,2020,January,312253.0,2020-January-15,2020-01-15,1,Wednesday,2020-01
16,2020,January,308733.0,2020-January-16,2020-01-16,1,Thursday,2020-01
17,2020,January,317515.0,2020-January-17,2020-01-17,1,Friday,2020-01
18,2020,January,221693.0,2020-January-18,2020-01-18,1,Saturday,2020-01
19,2020,January,146556.0,2020-January-19,2020-01-19,1,Sunday,2020-01
20,2020,January,302261.0,2020-January-20,2020-01-20,1,Monday,2020-01
21,2020,January,306390.0,2020-January-21,2020-01-21,1,Tuesday,2020-01
22,2020,January,307720.0,2020-January-22,2020-01-22,1,Wednesday,2020-01
23,2020,January,304519.0,2020-January-23,2020-01-23,1,Thursday,2020-01
24,2020,January,326564.0,2020-January-24,2020-01-24,1,Friday,2020-01
25,2020,January,194213.0,2020-January-25,2020-01-25,1,Saturday,2020-01
26,2020,January,147478.0,2020-January-26,2020-01-26,1,Sunday,2020-01
27,2020,January,288597.0,2020-January-27,2020-01-27,1,Monday,2020-01
